file,xmin,ymin,xmax,ymax
000004.txt,0.24414,0.40234000000000003,0.063542,0.063542
000004.txt,0.28515999999999997,0.43359,0.063542,0.063542
000004.txt,0.28711,0.34765999999999997,0.063542,0.063542
000004.txt,0.41602,0.6503899999999999,0.063542,0.063542
000004.txt,0.48047,0.7558600000000001,0.063542,0.063542
000004.txt,0.53906,0.55078,0.063542,0.063542
000004.txt,0.6503899999999999,0.57031,0.063542,0.063542
000004.txt,0.67188,0.61719,0.063542,0.063542
000004.txt,0.79688,0.54883,0.063542,0.063542
000004.txt,0.80078,0.63672,0.063542,0.063542
000004.txt,0.8300799999999999,0.65625,0.063542,0.063542
000004.txt,0.8476600000000001,0.66992,0.063542,0.063542
000004.txt,0.8710899999999999,0.7207,0.063542,0.063542
000004.txt,0.8964799999999999,0.74805,0.063542,0.063542
000004.txt,0.08203099999999999,0.42578,0.063542,0.063542
000004.txt,0.16602,0.47461000000000003,0.063542,0.063542
000004.txt,0.17773,0.58594,0.063542,0.063542
000004.txt,0.1582,0.61133,0.063542,0.063542
000004.txt,0.17188,0.35156,0.063542,0.063542
000005.txt,0.21875,0.064453,0.063542,0.063542
000005.txt,0.13280999999999998,0.091797,0.063542,0.063542
000005.txt,0.18555,0.15039,0.063542,0.063542
000005.txt,0.25977,0.18945,0.063542,0.063542
000005.txt,0.21094000000000002,0.34375,0.063542,0.063542
000005.txt,0.23828000000000002,0.34375,0.063542,0.063542
000005.txt,0.30078,0.34375,0.063542,0.063542
000005.txt,0.34375,0.36914,0.063542,0.063542
000005.txt,0.30273,0.4375,0.063542,0.063542
000005.txt,0.35156,0.46288999999999997,0.063542,0.063542
000005.txt,0.39844,0.48633000000000004,0.063542,0.063542
000005.txt,0.44336000000000003,0.4707,0.063542,0.063542
000005.txt,0.49023,0.42773,0.063542,0.063542
000005.txt,0.51758,0.45116999999999996,0.063542,0.063542
000005.txt,0.48047,0.53125,0.063542,0.063542
000005.txt,0.60352,0.66602,0.063542,0.063542
000005.txt,0.64648,0.6835899999999999,0.063542,0.063542
000005.txt,0.6523399999999999,0.73438,0.063542,0.063542
000005.txt,0.6503899999999999,0.9824200000000001,0.063542,0.063542
000005.txt,0.69531,0.92969,0.063542,0.063542
000005.txt,0.70508,0.8632799999999999,0.063542,0.063542
000005.txt,0.6875,0.8222700000000001,0.063542,0.063542
000005.txt,0.7168,0.78125,0.063542,0.063542
000005.txt,0.79492,0.6289100000000001,0.063542,0.063542
000005.txt,0.79492,0.5898399999999999,0.063542,0.063542
000005.txt,0.76758,0.54297,0.063542,0.063542
000005.txt,0.70313,0.58398,0.063542,0.063542
000005.txt,0.69922,0.61523,0.063542,0.063542
000005.txt,0.7753899999999999,0.7539100000000001,0.063542,0.063542
000005.txt,0.16992000000000002,0.013672,0.063542,0.063542
000006.txt,0.42773,0.25977,0.063542,0.063542
000006.txt,0.39648,0.37109000000000003,0.063542,0.063542
000006.txt,0.43945,0.3418,0.063542,0.063542
000006.txt,0.45313000000000003,0.45116999999999996,0.063542,0.063542
000006.txt,0.47461000000000003,0.49023,0.063542,0.063542
000006.txt,0.53125,0.5566399999999999,0.063542,0.063542
000006.txt,0.48633000000000004,0.64844,0.063542,0.063542
000006.txt,0.57031,0.67773,0.063542,0.063542
000006.txt,0.52344,0.8418,0.063542,0.063542
000006.txt,0.5625,0.8261700000000001,0.063542,0.063542
000006.txt,0.60938,0.8378899999999999,0.063542,0.063542
000006.txt,0.65625,0.86719,0.063542,0.063542
000006.txt,0.61328,0.93555,0.063542,0.063542
000006.txt,0.70898,0.9785200000000001,0.063542,0.063542
000006.txt,0.80078,0.9179700000000001,0.063542,0.063542
000006.txt,0.8300799999999999,0.94531,0.063542,0.063542
000006.txt,0.43945,0.58203,0.063542,0.063542
000007.txt,0.23242,0.8652299999999999,0.063542,0.063542
000007.txt,0.29688000000000003,0.9257799999999999,0.063542,0.063542
000007.txt,0.38281,0.81445,0.063542,0.063542
000007.txt,0.44336000000000003,0.7753899999999999,0.063542,0.063542
000007.txt,0.39453,0.64258,0.063542,0.063542
000007.txt,0.42578,0.63477,0.063542,0.063542
000007.txt,0.31836,0.80469,0.063542,0.063542
000007.txt,0.51172,0.625,0.063542,0.063542
000007.txt,0.51758,0.5898399999999999,0.063542,0.063542
000007.txt,0.54102,0.55273,0.063542,0.063542
000007.txt,0.58008,0.6582,0.063542,0.063542
000007.txt,0.57813,0.51563,0.063542,0.063542
000007.txt,0.61719,0.45703,0.063542,0.063542
000007.txt,0.64063,0.46484,0.063542,0.063542
000007.txt,0.65625,0.36523,0.063542,0.063542
000007.txt,0.6914100000000001,0.37305,0.063542,0.063542
000007.txt,0.71875,0.31640999999999997,0.063542,0.063542
000007.txt,0.73828,0.46093999999999996,0.063542,0.063542
000007.txt,0.6835899999999999,0.5332,0.063542,0.063542
000007.txt,0.73828,0.14844000000000002,0.063542,0.063542
000007.txt,0.125,0.9179700000000001,0.063542,0.063542
000007.txt,0.14844000000000002,0.8632799999999999,0.063542,0.063542
000007.txt,0.15625,0.7851600000000001,0.063542,0.063542
000007.txt,0.13280999999999998,0.64648,0.063542,0.063542
000007.txt,0.16992000000000002,0.64258,0.063542,0.063542
000007.txt,0.060547000000000004,0.62305,0.063542,0.063542
000007.txt,0.11133,0.59375,0.063542,0.063542
000007.txt,0.15039,0.60547,0.063542,0.063542
000007.txt,0.16405999999999998,0.53906,0.063542,0.063542
000007.txt,0.1582,0.46875,0.063542,0.063542
000007.txt,0.1582,0.4082,0.063542,0.063542
000007.txt,0.17578,0.35938000000000003,0.063542,0.063542
000007.txt,0.11327999999999999,0.35547,0.063542,0.063542
000007.txt,0.10352,0.29491999999999996,0.063542,0.063542
000008.txt,0.24414,0.36523,0.063542,0.063542
000008.txt,0.30078,0.38086,0.063542,0.063542
000008.txt,0.25,0.43163999999999997,0.063542,0.063542
000008.txt,0.30273,0.43163999999999997,0.063542,0.063542
000008.txt,0.4043,0.45508000000000004,0.063542,0.063542
000008.txt,0.41602,0.38477,0.063542,0.063542
000008.txt,0.44141,0.33594,0.063542,0.063542
000008.txt,0.54883,0.4668,0.063542,0.063542
000008.txt,0.5683600000000001,0.44531000000000004,0.063542,0.063542
000008.txt,0.51758,0.37109000000000003,0.063542,0.063542
000008.txt,0.54883,0.37305,0.063542,0.063542
000008.txt,0.63477,0.41406000000000004,0.063542,0.063542
000008.txt,0.65625,0.42968999999999996,0.063542,0.063542
000008.txt,0.71094,0.46288999999999997,0.063542,0.063542
000008.txt,0.76563,0.48047,0.063542,0.063542
000008.txt,0.77344,0.5293,0.063542,0.063542
000008.txt,0.85156,0.5332,0.063542,0.063542
000008.txt,0.9023399999999999,0.5996100000000001,0.063542,0.063542
000008.txt,0.8378899999999999,0.63477,0.063542,0.063542
000008.txt,0.8925799999999999,0.68555,0.063542,0.063542
000009.txt,0.27344,0.20508,0.063542,0.063542
000009.txt,0.21875,0.20313,0.063542,0.063542
000009.txt,0.18555,0.28125,0.063542,0.063542
000009.txt,0.32422,0.25977,0.063542,0.063542
000009.txt,0.37305,0.26366999999999996,0.063542,0.063542
000009.txt,0.33008000000000004,0.32813000000000003,0.063542,0.063542
000009.txt,0.37305,0.32227,0.063542,0.063542
000009.txt,0.31445,0.36719,0.063542,0.063542
000009.txt,0.35741999999999996,0.43163999999999997,0.063542,0.063542
000009.txt,0.41797,0.44922,0.063542,0.063542
000009.txt,0.41016,0.35156,0.063542,0.063542
000009.txt,0.48047,0.38477,0.063542,0.063542
000009.txt,0.5058600000000001,0.5058600000000001,0.063542,0.063542
000009.txt,0.47852,0.47656000000000004,0.063542,0.063542
000009.txt,0.51953,0.43945,0.063542,0.063542
000009.txt,0.58594,0.41797,0.063542,0.063542
000009.txt,0.58008,0.45313000000000003,0.063542,0.063542
000009.txt,0.57617,0.51367,0.063542,0.063542
000009.txt,0.62695,0.52148,0.063542,0.063542
000009.txt,0.6543,0.49609,0.063542,0.063542
000009.txt,0.6621100000000001,0.46288999999999997,0.063542,0.063542
000009.txt,0.63867,0.43163999999999997,0.063542,0.063542
000009.txt,0.70898,0.48828,0.063542,0.063542
000009.txt,0.6875,0.56055,0.063542,0.063542
000009.txt,0.7460899999999999,0.52148,0.063542,0.063542
000009.txt,0.7539100000000001,0.58008,0.063542,0.063542
000009.txt,0.85156,0.63477,0.063542,0.063542
000009.txt,0.77344,0.69922,0.063542,0.063542
000009.txt,0.9199200000000001,0.7558600000000001,0.063542,0.063542
000009.txt,0.8789100000000001,0.7148399999999999,0.063542,0.063542
000009.txt,0.8964799999999999,0.79492,0.063542,0.063542
000009.txt,0.8964799999999999,0.8339799999999999,0.063542,0.063542
000010.txt,0.38477,0.9843799999999999,0.063542,0.063542
000010.txt,0.36914,0.9531299999999999,0.063542,0.063542
000010.txt,0.34765999999999997,0.8613299999999999,0.063542,0.063542
000010.txt,0.46484,0.8632799999999999,0.063542,0.063542
000010.txt,0.48047,0.8300799999999999,0.063542,0.063542
000010.txt,0.35938000000000003,0.79102,0.063542,0.063542
000010.txt,0.41016,0.8125,0.063542,0.063542
000010.txt,0.47266,0.7207,0.063542,0.063542
000010.txt,0.5273399999999999,0.67773,0.063542,0.063542
000010.txt,0.58008,0.60938,0.063542,0.063542
000010.txt,0.52344,0.57813,0.063542,0.063542
000010.txt,0.59375,0.56055,0.063542,0.063542
000010.txt,0.61719,0.52148,0.063542,0.063542
000010.txt,0.6543,0.4668,0.063542,0.063542
000010.txt,0.68555,0.53125,0.063542,0.063542
000010.txt,0.68555,0.42968999999999996,0.063542,0.063542
000010.txt,0.6875,0.38281,0.063542,0.063542
000010.txt,0.76172,0.44727,0.063542,0.063542
000010.txt,0.76172,0.33203,0.063542,0.063542
000010.txt,0.83594,0.31836,0.063542,0.063542
000010.txt,0.8535200000000001,0.27344,0.063542,0.063542
000010.txt,0.87305,0.20703000000000002,0.063542,0.063542
000010.txt,0.8554700000000001,0.12891,0.063542,0.063542
000010.txt,0.9003899999999999,0.085938,0.063542,0.063542
000011.txt,0.2168,0.5273399999999999,0.063542,0.063542
000011.txt,0.1582,0.45313000000000003,0.063542,0.063542
000011.txt,0.24805,0.47656000000000004,0.063542,0.063542
000011.txt,0.22266,0.44141,0.063542,0.063542
000011.txt,0.25586,0.37695,0.063542,0.063542
000011.txt,0.42968999999999996,0.48047,0.063542,0.063542
000011.txt,0.43945,0.45116999999999996,0.063542,0.063542
000011.txt,0.46875,0.53125,0.063542,0.063542
000011.txt,0.52344,0.47461000000000003,0.063542,0.063542
000011.txt,0.5293,0.52148,0.063542,0.063542
000011.txt,0.6308600000000001,0.5566399999999999,0.063542,0.063542
000011.txt,0.63672,0.48047,0.063542,0.063542
000011.txt,0.66602,0.44141,0.063542,0.063542
000011.txt,0.7460899999999999,0.45898,0.063542,0.063542
000011.txt,0.7753899999999999,0.5625,0.063542,0.063542
000011.txt,0.78125,0.42578,0.063542,0.063542
000011.txt,0.8066399999999999,0.41406000000000004,0.063542,0.063542
000011.txt,0.9316399999999999,0.56055,0.063542,0.063542
000011.txt,0.44141,0.44141,0.063542,0.063542
000012.txt,0.60938,0.11719,0.063542,0.063542
000012.txt,0.6543,0.095703,0.063542,0.063542
000012.txt,0.67578,0.2793,0.063542,0.063542
000012.txt,0.69727,0.27148,0.063542,0.063542
000012.txt,0.74219,0.41797,0.063542,0.063542
000012.txt,0.80469,0.29102,0.063542,0.063542
000012.txt,0.8418,0.34765999999999997,0.063542,0.063542
000012.txt,0.79883,0.35938000000000003,0.063542,0.063542
000012.txt,0.8886700000000001,0.41406000000000004,0.063542,0.063542
000012.txt,0.8418,0.45703,0.063542,0.063542
000012.txt,0.8652299999999999,0.48241999999999996,0.063542,0.063542
000012.txt,0.88281,0.56445,0.063542,0.063542
000012.txt,0.9082,0.5253899999999999,0.063542,0.063542
000012.txt,0.89844,0.47461000000000003,0.063542,0.063542
000012.txt,0.54297,0.5351600000000001,0.063542,0.063542
000012.txt,0.55273,0.6210899999999999,0.063542,0.063542
000012.txt,0.5898399999999999,0.60547,0.063542,0.063542
000012.txt,0.60352,0.6816399999999999,0.063542,0.063542
000012.txt,0.68555,0.66406,0.063542,0.063542
000012.txt,0.61719,0.7539100000000001,0.063542,0.063542
000012.txt,0.66406,0.8613299999999999,0.063542,0.063542
000012.txt,0.68945,0.80273,0.063542,0.063542
000012.txt,0.7168,0.76172,0.063542,0.063542
000012.txt,0.69922,0.87695,0.063542,0.063542
000012.txt,0.7226600000000001,0.9257799999999999,0.063542,0.063542
000012.txt,0.7851600000000001,0.7832,0.063542,0.063542
000012.txt,0.79492,0.8339799999999999,0.063542,0.063542
000012.txt,0.8320299999999999,0.8554700000000001,0.063542,0.063542
000012.txt,0.78906,0.9335899999999999,0.063542,0.063542
000012.txt,0.8261700000000001,0.9218799999999999,0.063542,0.063542
000012.txt,0.87305,0.9082,0.063542,0.063542
000012.txt,0.9101600000000001,0.9824200000000001,0.063542,0.063542
000012.txt,0.12305,0.10547000000000001,0.063542,0.063542
000012.txt,0.13672,0.3457,0.063542,0.063542
000012.txt,0.14453,0.42383000000000004,0.063542,0.063542
000012.txt,0.17382999999999998,0.39648,0.063542,0.063542
000012.txt,0.11719,0.48047,0.063542,0.063542
000012.txt,0.11719,0.56055,0.063542,0.063542
000012.txt,0.22851999999999997,0.57422,0.063542,0.063542
000012.txt,0.26563000000000003,0.51953,0.063542,0.063542
000012.txt,0.23633,0.48241999999999996,0.063542,0.063542
000012.txt,0.30469,0.58398,0.063542,0.063542
000012.txt,0.30273,0.63281,0.063542,0.063542
000012.txt,0.30273,0.6914100000000001,0.063542,0.063542
000012.txt,0.35352,0.58398,0.063542,0.063542
000012.txt,0.39648,0.75781,0.063542,0.063542
000012.txt,0.49805,0.76563,0.063542,0.063542
000012.txt,0.5,0.875,0.063542,0.063542
000012.txt,0.23438,0.35156,0.063542,0.063542
000012.txt,0.23828000000000002,0.32227,0.063542,0.063542
000013.txt,0.26366999999999996,0.28906,0.063542,0.063542
000013.txt,0.33203,0.29883000000000004,0.063542,0.063542
000013.txt,0.20508,0.28906,0.063542,0.063542
000013.txt,0.25977,0.42578,0.063542,0.063542
000013.txt,0.28906,0.44531000000000004,0.063542,0.063542
000013.txt,0.32813000000000003,0.4707,0.063542,0.063542
000013.txt,0.38477,0.50977,0.063542,0.063542
000013.txt,0.38672,0.39844,0.063542,0.063542
000013.txt,0.41797,0.43555,0.063542,0.063542
000013.txt,0.48241999999999996,0.46484,0.063542,0.063542
000013.txt,0.5,0.55078,0.063542,0.063542
000013.txt,0.5332,0.57227,0.063542,0.063542
000013.txt,0.54102,0.48047,0.063542,0.063542
000013.txt,0.57422,0.47656000000000004,0.063542,0.063542
000013.txt,0.59375,0.61523,0.063542,0.063542
000013.txt,0.6289100000000001,0.55078,0.063542,0.063542
000013.txt,0.68555,0.48241999999999996,0.063542,0.063542
000013.txt,0.70703,0.6210899999999999,0.063542,0.063542
000013.txt,0.7460899999999999,0.56445,0.063542,0.063542
000013.txt,0.7441399999999999,0.49609,0.063542,0.063542
000013.txt,0.8476600000000001,0.54688,0.063542,0.063542
000014.txt,0.26366999999999996,0.30273,0.063542,0.063542
000014.txt,0.33203,0.29688000000000003,0.063542,0.063542
000014.txt,0.31836,0.33594,0.063542,0.063542
000014.txt,0.39063000000000003,0.29491999999999996,0.063542,0.063542
000014.txt,0.35547,0.4082,0.063542,0.063542
000014.txt,0.35352,0.48438000000000003,0.063542,0.063542
000014.txt,0.38281,0.49805,0.063542,0.063542
000014.txt,0.41406000000000004,0.54102,0.063542,0.063542
000014.txt,0.41016,0.4043,0.063542,0.063542
000014.txt,0.45116999999999996,0.39063000000000003,0.063542,0.063542
000014.txt,0.51953,0.50781,0.063542,0.063542
000014.txt,0.4707,0.58008,0.063542,0.063542
000014.txt,0.4082,0.48828,0.063542,0.063542
000014.txt,0.4707,0.76758,0.063542,0.063542
000014.txt,0.46288999999999997,0.6543,0.063542,0.063542
000014.txt,0.5058600000000001,0.6210899999999999,0.063542,0.063542
000014.txt,0.5585899999999999,0.70117,0.063542,0.063542
000014.txt,0.57617,0.76758,0.063542,0.063542
000014.txt,0.64453,0.62305,0.063542,0.063542
000014.txt,0.6582,0.5585899999999999,0.063542,0.063542
000014.txt,0.64063,0.7753899999999999,0.063542,0.063542
000014.txt,0.73047,0.6308600000000001,0.063542,0.063542
000014.txt,0.75,0.6601600000000001,0.063542,0.063542
000014.txt,0.6914100000000001,0.6914100000000001,0.063542,0.063542
000015.txt,0.54883,0.62012,0.052650999999999996,0.052650999999999996
000015.txt,0.54297,0.5791,0.052650999999999996,0.052650999999999996
000015.txt,0.7627,0.50293,0.052650999999999996,0.052650999999999996
000015.txt,0.7128899999999999,0.40625,0.052650999999999996,0.052650999999999996
000015.txt,0.66309,0.44433999999999996,0.052650999999999996,0.052650999999999996
000015.txt,0.57129,0.5039100000000001,0.052650999999999996,0.052650999999999996
000015.txt,0.5752,0.37695,0.052650999999999996,0.052650999999999996
000015.txt,0.54492,0.44141,0.052650999999999996,0.052650999999999996
000015.txt,0.42968999999999996,0.44336000000000003,0.052650999999999996,0.052650999999999996
000015.txt,0.49023,0.375,0.052650999999999996,0.052650999999999996
000015.txt,0.48241999999999996,0.31738,0.052650999999999996,0.052650999999999996
000015.txt,0.42383000000000004,0.36914,0.052650999999999996,0.052650999999999996
000015.txt,0.37988,0.32031,0.052650999999999996,0.052650999999999996
000016.txt,0.55469,0.55371,0.052650999999999996,0.052650999999999996
000016.txt,0.54883,0.5127,0.052650999999999996,0.052650999999999996
000016.txt,0.76855,0.43651999999999996,0.052650999999999996,0.052650999999999996
000016.txt,0.71875,0.33984000000000003,0.052650999999999996,0.052650999999999996
000016.txt,0.66895,0.37793000000000004,0.052650999999999996,0.052650999999999996
000016.txt,0.57715,0.4375,0.052650999999999996,0.052650999999999996
000016.txt,0.58105,0.31055,0.052650999999999996,0.052650999999999996
000016.txt,0.55078,0.375,0.052650999999999996,0.052650999999999996
000016.txt,0.43555,0.37695,0.052650999999999996,0.052650999999999996
000016.txt,0.49609,0.30859000000000003,0.052650999999999996,0.052650999999999996
000016.txt,0.48828,0.25098000000000004,0.052650999999999996,0.052650999999999996
000016.txt,0.42968999999999996,0.30273,0.052650999999999996,0.052650999999999996
000016.txt,0.38574,0.25390999999999997,0.052650999999999996,0.052650999999999996
000017.txt,0.58105,0.38477,0.052650999999999996,0.052650999999999996
000017.txt,0.80371,0.44433999999999996,0.052650999999999996,0.052650999999999996
000017.txt,0.69043,0.56152,0.052650999999999996,0.052650999999999996
000017.txt,0.58301,0.56152,0.052650999999999996,0.052650999999999996
000017.txt,0.5791,0.52246,0.052650999999999996,0.052650999999999996
000017.txt,0.46581999999999996,0.30371,0.052650999999999996,0.052650999999999996
000017.txt,0.41895,0.26074,0.052650999999999996,0.052650999999999996
000017.txt,0.50488,0.24805,0.052650999999999996,0.052650999999999996
000017.txt,0.52637,0.31543000000000004,0.052650999999999996,0.052650999999999996
000017.txt,0.61621,0.31738,0.052650999999999996,0.052650999999999996
000017.txt,0.6123,0.44433999999999996,0.052650999999999996,0.052650999999999996
000017.txt,0.70801,0.44433999999999996,0.052650999999999996,0.052650999999999996
000017.txt,0.7002,0.38281,0.052650999999999996,0.052650999999999996
000017.txt,0.75293,0.35449,0.052650999999999996,0.052650999999999996
000017.txt,0.62793,0.36035,0.052650999999999996,0.052650999999999996
000017.txt,0.54004,0.44433999999999996,0.052650999999999996,0.052650999999999996
000017.txt,0.52051,0.4209,0.052650999999999996,0.052650999999999996
000018.txt,0.96094,0.7998,0.0625,0.0625
000018.txt,0.91406,0.7539100000000001,0.0625,0.0625
000018.txt,0.8847700000000001,0.74219,0.0625,0.0625
000018.txt,0.87695,0.86035,0.0625,0.0625
000018.txt,0.84277,0.80566,0.0625,0.0625
000018.txt,0.77344,0.8535200000000001,0.0625,0.0625
000018.txt,0.82324,0.70117,0.0625,0.0625
000018.txt,0.81934,0.75293,0.0625,0.0625
000018.txt,0.80957,0.7851600000000001,0.0625,0.0625
000018.txt,0.75684,0.6582,0.0625,0.0625
000018.txt,0.73828,0.7246100000000001,0.0625,0.0625
000018.txt,0.7246100000000001,0.7558600000000001,0.0625,0.0625
000018.txt,0.69434,0.75781,0.0625,0.0625
000018.txt,0.6523399999999999,0.71191,0.0625,0.0625
000018.txt,0.61719,0.66602,0.0625,0.0625
000018.txt,0.6748,0.62793,0.0625,0.0625
000018.txt,0.63867,0.62305,0.0625,0.0625
000018.txt,0.57129,0.59375,0.0625,0.0625
000018.txt,0.56055,0.68652,0.0625,0.0625
000018.txt,0.52246,0.68555,0.0625,0.0625
000018.txt,0.47558999999999996,0.6543,0.0625,0.0625
000018.txt,0.49023,0.59473,0.0625,0.0625
000018.txt,0.53223,0.5683600000000001,0.0625,0.0625
000018.txt,0.42968999999999996,0.5976600000000001,0.0625,0.0625
000018.txt,0.42968999999999996,0.54688,0.0625,0.0625
000018.txt,0.37695,0.54492,0.0625,0.0625
000018.txt,0.38672,0.46484,0.0625,0.0625
000018.txt,0.30956999999999996,0.4873,0.0625,0.0625
000018.txt,0.3252,0.45898,0.0625,0.0625
000018.txt,0.27734000000000003,0.44043000000000004,0.0625,0.0625
000018.txt,0.30273,0.4082,0.0625,0.0625
000018.txt,0.25195,0.39746,0.0625,0.0625
000018.txt,0.24316,0.5039100000000001,0.0625,0.0625
000018.txt,0.18945,0.4668,0.0625,0.0625
000018.txt,0.17382999999999998,0.4375,0.0625,0.0625
000018.txt,0.20508,0.4209,0.0625,0.0625
000018.txt,0.14551,0.38477,0.0625,0.0625
000018.txt,0.19922,0.31738,0.0625,0.0625
000018.txt,0.076172,0.30956999999999996,0.0625,0.0625
000019.txt,0.9492200000000001,0.75098,0.0625,0.0625
000019.txt,0.9023399999999999,0.70508,0.0625,0.0625
000019.txt,0.87305,0.6933600000000001,0.0625,0.0625
000019.txt,0.8652299999999999,0.81152,0.0625,0.0625
000019.txt,0.83105,0.75684,0.0625,0.0625
000019.txt,0.76172,0.80469,0.0625,0.0625
000019.txt,0.81152,0.6523399999999999,0.0625,0.0625
000019.txt,0.80762,0.7041,0.0625,0.0625
000019.txt,0.79785,0.73633,0.0625,0.0625
000019.txt,0.74512,0.60938,0.0625,0.0625
000019.txt,0.72656,0.67578,0.0625,0.0625
000019.txt,0.7128899999999999,0.70703,0.0625,0.0625
000019.txt,0.68262,0.70898,0.0625,0.0625
000019.txt,0.64063,0.66309,0.0625,0.0625
000019.txt,0.60547,0.61719,0.0625,0.0625
000019.txt,0.66309,0.5791,0.0625,0.0625
000019.txt,0.62695,0.57422,0.0625,0.0625
000019.txt,0.55957,0.54492,0.0625,0.0625
000019.txt,0.54883,0.6377,0.0625,0.0625
000019.txt,0.51074,0.63672,0.0625,0.0625
000019.txt,0.46387,0.60547,0.0625,0.0625
000019.txt,0.47852,0.5459,0.0625,0.0625
000019.txt,0.52051,0.51953,0.0625,0.0625
000019.txt,0.41797,0.54883,0.0625,0.0625
000019.txt,0.41797,0.49805,0.0625,0.0625
000019.txt,0.36523,0.49609,0.0625,0.0625
000019.txt,0.375,0.41602,0.0625,0.0625
000019.txt,0.29785,0.43848000000000004,0.0625,0.0625
000019.txt,0.31348000000000004,0.41016,0.0625,0.0625
000019.txt,0.26563000000000003,0.3916,0.0625,0.0625
000019.txt,0.29102,0.35938000000000003,0.0625,0.0625
000019.txt,0.24023000000000003,0.34863,0.0625,0.0625
000019.txt,0.23145,0.45508000000000004,0.0625,0.0625
000019.txt,0.17773,0.41797,0.0625,0.0625
000019.txt,0.16211,0.38866999999999996,0.0625,0.0625
000019.txt,0.19336,0.37206999999999996,0.0625,0.0625
000019.txt,0.13379000000000002,0.33594,0.0625,0.0625
000019.txt,0.1875,0.26855,0.0625,0.0625
000019.txt,0.064453,0.26074,0.0625,0.0625
